price,accommodates,neighbourhood,bedrooms,beds,bathrooms,review_scores_rating,property_type,room_type,last_scraped
105.0,2,Flatbush,1.0,1.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
160.0,4,Williamsburg,2.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
35.0,1,Harlem,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-05
43.0,3,East Flatbush,1.0,1.0,1.5,80.0,House,Private room,2018-03-05
85.0,2,Flatbush,1.0,1.0,1.0,73.0,House,Private room,2018-03-04
65.0,2,Bushwick,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-04
44.0,3,Mott Haven,1.0,2.0,2.0,93.0,House,Private room,2018-03-04
40.0,1,Bushwick,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-04
55.0,2,Crown Heights,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
50.0,2,Hamilton Heights,1.0,1.0,2.0,,Apartment,Private room,2018-03-04
50.0,2,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
80.0,1,Greenpoint,1.0,1.0,1.0,93.0,House,Private room,2018-03-04
80.0,1,Greenpoint,1.0,1.0,1.0,100.0,House,Private room,2018-03-04
55.0,2,Bushwick,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-04
95.0,3,East Harlem,1.0,2.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
175.0,4,Williamsburg,1.0,2.0,1.0,99.0,Apartment,Entire home/apt,2018-03-04
355.0,6,Upper West Side,2.0,3.0,2.0,98.0,Apartment,Entire home/apt,2018-03-04
179.0,3,Clinton Hill,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
137.0,2,Flatiron District,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-04
295.0,4,Upper West Side,2.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-04
30.0,4,Corona,1.0,2.0,1.5,89.0,House,Private room,2018-03-04
80.0,2,Hamilton Heights,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
75.0,2,Crown Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
76.0,2,Williamsburg,1.0,1.0,1.5,100.0,Apartment,Private room,2018-03-05
225.0,2,Chelsea,1.0,1.0,1.0,89.0,Apartment,Entire home/apt,2018-03-05
39.0,2,Elmhurst,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-05
44.0,2,Hamilton Heights,1.0,1.0,1.0,87.0,Apartment,Private room,2018-03-04
110.0,2,Upper East Side,0.0,1.0,1.0,85.0,Apartment,Entire home/apt,2018-03-05
78.0,2,Ditmars / Steinway,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
70.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-06
50.0,3,Bay Ridge,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-04
65.0,4,Greenpoint,1.0,2.0,1.0,91.0,Apartment,Entire home/apt,2018-03-04
105.0,4,Upper West Side,0.0,2.0,1.0,91.0,Apartment,Entire home/apt,2018-03-04
118.0,3,East Harlem,1.0,1.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
45.0,2,Bushwick,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-04
75.0,2,Greenpoint,1.0,1.0,1.0,82.0,Apartment,Private room,2018-03-05
45.0,2,Elmhurst,1.0,1.0,1.0,93.0,House,Private room,2018-03-05
45.0,2,Flatbush,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-04
90.0,2,Hamilton Heights,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
65.0,2,Clinton Hill,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
132.0,6,Greenwood Heights,2.0,2.0,1.0,86.0,Apartment,Entire home/apt,2018-03-04
57.0,2,Bushwick,1.0,1.0,1.0,99.0,Apartment,Private room,2018-03-05
51.0,2,Crown Heights,1.0,1.0,3.0,91.0,House,Private room,2018-03-04
320.0,8,Midtown,1.0,4.0,1.0,86.0,Hostel,Entire home/apt,2018-03-05
110.0,3,Prospect Heights,1.0,2.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
160.0,3,Hell's Kitchen,1.0,1.0,1.0,99.0,Apartment,Entire home/apt,2018-03-04
125.0,3,Borough Park,0.0,3.0,1.0,96.0,Townhouse,Entire home/apt,2018-03-04
121.0,2,Upper East Side,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
170.0,4,Midtown East,1.0,1.0,1.0,88.0,Apartment,Entire home/apt,2018-03-04
60.0,2,Prospect Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
69.0,2,Upper East Side,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-04
145.0,3,Bedford-Stuyvesant,2.0,2.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
90.0,2,Upper West Side,1.0,1.0,1.5,95.0,Apartment,Private room,2018-03-05
40.0,2,Washington Heights,1.0,1.0,1.0,91.0,Apartment,Private room,2018-03-05
160.0,2,Kips Bay,1.0,1.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
90.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
70.0,1,East New York,1.0,1.0,1.0,87.0,House,Entire home/apt,2018-03-05
175.0,2,Greenpoint,2.0,2.0,2.0,,Apartment,Entire home/apt,2018-03-06
79.0,4,Hell's Kitchen,0.0,2.0,1.0,93.0,Apartment,Entire home/apt,2018-03-04
200.0,2,Astoria,1.0,1.0,1.0,,House,Private room,2018-03-05
150.0,4,Lower East Side,2.0,4.0,1.0,,Apartment,Entire home/apt,2018-03-05
43.0,1,Elmhurst,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-05
121.0,3,Bay Ridge,1.0,1.0,1.0,85.0,Apartment,Entire home/apt,2018-03-05
50.0,2,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
199.0,3,Flatiron District,1.0,2.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
190.0,2,East Village,0.0,1.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
99.0,1,Jamaica,1.0,1.0,1.0,,House,Private room,2018-03-04
95.0,6,Astoria,0.0,3.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
109.0,5,Crown Heights,1.0,3.0,3.0,90.0,Townhouse,Private room,2018-03-04
199.0,2,Financial District,0.0,1.0,1.0,94.0,Apartment,Entire home/apt,2018-03-05
150.0,3,Riverdale,2.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
49.0,1,Crown Heights,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-05
100.0,3,Park Slope,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
145.0,2,Williamsburg,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
80.0,2,Williamsburg,1.0,2.0,1.0,,Apartment,Private room,2018-03-05
58.0,2,Bushwick,1.0,1.0,1.5,88.0,Apartment,Private room,2018-03-05
76.0,3,Ridgewood,1.0,1.0,1.0,97.0,House,Entire home/apt,2018-03-05
80.0,2,Upper West Side,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
240.0,1,Gramercy Park,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
60.0,1,Crown Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
200.0,3,Upper West Side,0.0,1.0,1.0,99.0,Apartment,Entire home/apt,2018-03-05
159.0,2,Civic Center,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
90.0,2,Chinatown,1.0,1.0,1.0,85.0,Apartment,Private room,2018-03-05
65.0,3,Greenpoint,1.0,1.0,1.0,92.0,Apartment,Entire home/apt,2018-03-05
70.0,2,Kips Bay,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-05
120.0,2,Upper West Side,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
125.0,2,East Village,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
125.0,5,Clinton Hill,1.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
45.0,1,East Harlem,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-05
80.0,2,Harlem,1.0,1.0,1.0,87.0,Apartment,Private room,2018-03-04
100.0,2,Gramercy Park,1.0,2.0,1.0,,Apartment,Shared room,2018-03-05
80.0,2,Williamsburg,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
140.0,2,Lower East Side,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
105.0,3,Sunset Park,1.0,1.0,1.0,89.0,Apartment,Entire home/apt,2018-03-05
172.0,4,East Harlem,1.0,2.0,1.0,,House,Private room,2018-03-05
199.0,9,Bedford-Stuyvesant,3.0,4.0,2.0,92.0,Apartment,Entire home/apt,2018-03-05
150.0,4,Lower East Side,1.0,1.0,1.0,92.0,Apartment,Entire home/apt,2018-03-05
180.0,3,Carroll Gardens,2.0,2.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
70.0,2,Alphabet City,1.0,1.0,1.0,87.0,Apartment,Private room,2018-03-05
450.0,4,Alphabet City,1.0,2.0,1.0,90.0,Apartment,Entire home/apt,2018-03-05
70.0,2,Park Slope,1.0,1.0,1.0,91.0,House,Private room,2018-03-05
156.0,2,West Village,1.0,1.0,1.0,92.0,Apartment,Entire home/apt,2018-03-05
89.0,2,Park Slope,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-04
172.0,4,Carroll Gardens,1.0,3.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
350.0,3,Chelsea,2.0,3.0,2.0,100.0,Apartment,Entire home/apt,2018-03-05
45.0,3,Astoria,3.0,2.0,1.0,100.0,Apartment,Private room,2018-03-05
39.0,1,Harlem,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-05
75.0,2,Astoria,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-05
425.0,10,Chinatown,3.0,3.0,2.0,91.0,Apartment,Entire home/apt,2018-03-04
134.0,4,Clinton Hill,1.0,2.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
48.0,1,East Harlem,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-05
50.0,2,Hamilton Heights,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
70.0,1,Rego Park,1.0,1.0,1.0,99.0,Apartment,Private room,2018-03-05
270.0,8,Hell's Kitchen,2.0,4.0,1.0,92.0,Apartment,Entire home/apt,2018-03-05
120.0,2,Upper East Side,0.0,1.0,1.0,89.0,Apartment,Entire home/apt,2018-03-05
60.0,5,Jackson Heights,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-05
223.0,7,Sea Gate,4.0,7.0,2.5,100.0,House,Entire home/apt,2018-03-05
71.0,2,Sea Gate,1.0,2.0,1.0,,House,Private room,2018-03-05
97.0,2,Sea Gate,1.0,2.0,1.0,100.0,House,Private room,2018-03-05
75.0,2,East Harlem,1.0,1.0,1.5,96.0,Apartment,Private room,2018-03-05
61.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,78.0,Apartment,Private room,2018-03-05
65.0,1,Hell's Kitchen,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
64.0,3,Williamsburg,1.0,2.0,1.0,95.0,Apartment,Private room,2018-03-05
70.0,2,Lefferts Garden,1.0,1.0,1.0,94.0,Apartment,Entire home/apt,2018-03-05
79.0,5,Ridgewood,2.0,3.0,1.0,94.0,House,Entire home/apt,2018-03-06
59.0,4,Williamsburg,1.0,1.0,1.5,91.0,Apartment,Private room,2018-03-05
100.0,2,Crown Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
48.0,1,Bushwick,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
120.0,2,Upper West Side,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-05
90.0,3,Richmond Hill,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
900.0,4,Greenwich Village,2.0,2.0,2.5,100.0,House,Entire home/apt,2018-03-05
50.0,1,Astoria,1.0,1.0,1.0,88.0,Apartment,Private room,2018-03-05
120.0,4,Hell's Kitchen,2.0,2.0,1.0,89.0,Apartment,Entire home/apt,2018-03-05
175.0,4,Windsor Terrace,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
150.0,2,Flatiron District,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
40.0,2,Elmhurst,1.0,1.0,1.0,95.0,House,Private room,2018-03-05
175.0,11,East New York,4.0,5.0,2.5,,Apartment,Entire home/apt,2018-03-05
90.0,2,Crown Heights,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
150.0,2,Upper West Side,1.0,1.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
325.0,5,Upper West Side,2.0,2.0,1.5,87.0,Apartment,Entire home/apt,2018-03-05
45.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-04
130.0,4,Washington Heights,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
253.0,5,East Village,2.0,2.0,1.0,85.0,Apartment,Entire home/apt,2018-03-05
79.0,2,Middle Village,0.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
72.0,1,Harlem,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
80.0,3,Williamsburg,1.0,2.0,1.0,91.0,Apartment,Entire home/apt,2018-03-05
75.0,1,Upper West Side,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
130.0,3,Crown Heights,1.0,1.0,1.0,99.0,Other,Entire home/apt,2018-03-05
72.0,2,Harlem,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
80.0,1,Lefferts Garden,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
100.0,2,Harlem,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
70.0,2,Harlem,1.0,1.0,1.0,99.0,Apartment,Private room,2018-03-05
175.0,2,Upper East Side,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-06
125.0,2,Harlem,1.0,1.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
200.0,1,Times Square/Theatre District,1.0,1.0,1.0,70.0,Apartment,Private room,2018-03-04
75.0,2,Park Slope,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
900.0,8,East Village,3.0,4.0,2.0,94.0,Apartment,Entire home/apt,2018-03-05
45.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
68.0,1,Astoria,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
175.0,2,Chelsea,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
98.0,1,Midwood,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
85.0,2,Flatbush,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
99.0,2,Flatbush,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
60.0,2,Mott Haven,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
84.0,4,Washington Heights,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
185.0,1,Chelsea,1.0,2.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
149.0,3,East Harlem,0.0,2.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
130.0,3,Bushwick,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
110.0,3,Bedford-Stuyvesant,1.0,1.0,1.0,89.0,Apartment,Entire home/apt,2018-03-05
40.0,1,Bushwick,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-04
75.0,2,Hamilton Heights,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-05
75.0,1,Harlem,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
160.0,1,Upper West Side,0.0,1.0,1.0,99.0,Apartment,Entire home/apt,2018-03-05
380.0,4,Upper West Side,3.0,3.0,2.0,100.0,Apartment,Entire home/apt,2018-03-04
452.0,2,Financial District,1.0,1.0,2.0,100.0,Apartment,Entire home/apt,2018-03-04
35.0,4,Crown Heights,1.0,2.0,1.0,100.0,Apartment,Private room,2018-03-05
100.0,2,Clinton Hill,1.0,1.0,1.5,,Apartment,Private room,2018-03-04
199.0,2,Flatiron District,0.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
499.0,6,Upper West Side,3.0,4.0,2.0,86.0,Apartment,Entire home/apt,2018-03-04
799.0,5,Financial District,2.0,2.0,2.0,96.0,Apartment,Entire home/apt,2018-03-04
55.0,1,Bedford-Stuyvesant,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
200.0,4,East Village,2.0,2.0,1.0,87.0,Apartment,Entire home/apt,2018-03-04
140.0,4,Upper East Side,1.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-04
56.0,2,East Village,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-04
37.0,1,Prospect Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
91.0,2,Bushwick,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-04
170.0,4,Hell's Kitchen,1.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-05
169.0,4,Clinton Hill,1.0,2.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
35.0,2,Upper East Side,1.0,1.0,1.0,89.0,Apartment,Private room,2018-03-04
180.0,2,Crown Heights,1.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
55.0,1,Clinton Hill,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
175.0,2,Chelsea,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
45.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-04
65.0,1,Morningside Heights,1.0,1.0,1.0,84.0,Apartment,Private room,2018-03-04
99.0,2,Fort Greene,1.0,1.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
200.0,4,Williamsburg,2.0,2.0,2.5,98.0,Apartment,Entire home/apt,2018-03-04
91.0,2,Sheepshead Bay,1.0,1.0,1.0,85.0,Apartment,Entire home/apt,2018-03-05
295.0,5,Hell's Kitchen,1.0,3.0,2.0,94.0,Apartment,Entire home/apt,2018-03-04
289.0,6,Midtown,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
90.0,1,Chinatown,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
105.0,1,Bushwick,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-05
999.0,7,Flatiron District,3.0,3.0,2.0,93.0,Serviced apartment,Entire home/apt,2018-03-04
33.0,3,Bushwick,1.0,1.0,1.5,80.0,Apartment,Private room,2018-03-04
165.0,4,Astoria,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
75.0,3,Bedford-Stuyvesant,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
70.0,2,Hamilton Heights,1.0,1.0,1.5,93.0,Apartment,Private room,2018-03-04
65.0,2,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
126.0,6,Bedford-Stuyvesant,2.0,3.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
40.0,1,Crown Heights,1.0,1.0,2.0,,Apartment,Private room,2018-03-04
185.0,3,East Village,1.0,2.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
129.0,4,Clinton Hill,1.0,2.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
92.0,2,Flatbush,1.0,2.0,1.0,100.0,Guest suite,Entire home/apt,2018-03-04
75.0,2,Harlem,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-04
80.0,1,Hell's Kitchen,1.0,1.0,1.0,73.0,Apartment,Private room,2018-03-04
150.0,2,Upper East Side,1.0,1.0,1.0,87.0,Apartment,Entire home/apt,2018-03-04
55.0,2,Washington Heights,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
75.0,2,Park Slope,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
99.0,2,Midtown,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
78.0,2,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
44.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
160.0,3,Upper East Side,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
115.0,1,Hudson Square,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
190.0,4,Chelsea,1.0,2.0,1.0,99.0,Apartment,Entire home/apt,2018-03-05
125.0,5,Mott Haven,1.0,4.0,1.0,94.0,House,Entire home/apt,2018-03-05
75.0,1,Upper East Side,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
98.0,1,Upper West Side,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-05
99.0,7,Inwood,1.0,4.0,1.0,96.0,Apartment,Private room,2018-03-04
595.0,8,Soho,3.0,4.0,1.0,91.0,Apartment,Entire home/apt,2018-03-04
90.0,3,The Rockaways,1.0,2.0,1.5,93.0,House,Entire home/apt,2018-03-04
92.0,3,Alphabet City,1.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
179.0,2,Chelsea,0.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-05
120.0,1,Hell's Kitchen,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-04
59.0,2,Astoria,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
225.0,2,The Rockaways,1.0,1.0,1.0,99.0,House,Private room,2018-03-05
60.0,2,Hamilton Heights,1.0,,,65.0,Apartment,Private room,2018-03-05
99.0,2,Upper West Side,1.0,2.0,1.0,,Apartment,Private room,2018-03-05
69.0,5,East New York,2.0,3.0,1.0,92.0,House,Entire home/apt,2018-03-05
268.0,2,West Village,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
300.0,4,Carroll Gardens,3.0,3.0,1.0,,Apartment,Entire home/apt,2018-03-05
177.0,4,Gramercy Park,1.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-04
60.0,4,Mott Haven,1.0,3.0,1.5,91.0,House,Private room,2018-03-05
60.0,1,Lower East Side,1.0,1.0,1.0,88.0,Apartment,Private room,2018-03-04
55.0,2,Mott Haven,1.0,1.0,1.5,85.0,House,Private room,2018-03-05
475.0,2,Hell's Kitchen,0.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
60.0,4,Mott Haven,1.0,4.0,1.5,90.0,House,Private room,2018-03-05
130.0,2,Hell's Kitchen,1.0,1.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
100.0,2,Chelsea,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
95.0,2,Crown Heights,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
43.0,2,Bay Ridge,1.0,1.0,3.0,,House,Private room,2018-03-05
139.0,2,Midtown,0.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
160.0,2,Noho,1.0,1.0,1.0,100.0,Loft,Entire home/apt,2018-03-05
179.0,4,Midtown,0.0,2.0,1.0,87.0,Apartment,Entire home/apt,2018-03-05
140.0,3,Upper West Side,0.0,2.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
100.0,2,Hell's Kitchen,0.0,1.0,1.0,80.0,Apartment,Entire home/apt,2018-03-05
100.0,2,Flatbush,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-05
309.0,4,Lower East Side,1.0,2.0,1.0,94.0,Apartment,Entire home/apt,2018-03-05
40.0,2,Ridgewood,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-05
55.0,2,Hamilton Heights,1.0,1.0,1.5,80.0,Apartment,Private room,2018-03-05
130.0,6,Ditmars / Steinway,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
175.0,3,Financial District,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
200.0,5,Williamsburg,2.0,3.0,1.0,85.0,Loft,Entire home/apt,2018-03-05
108.0,3,Roosevelt Island,1.0,2.0,1.0,60.0,Apartment,Entire home/apt,2018-03-05
45.0,1,Harlem,1.0,4.0,2.0,,Apartment,Private room,2018-03-04
125.0,2,Greenpoint,1.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
100.0,2,Inwood,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
144.0,3,Clinton Hill,2.0,2.0,1.0,99.0,Apartment,Entire home/apt,2018-03-05
95.0,2,Sunnyside,1.0,1.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
60.0,2,Crown Heights,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-05
250.0,2,East Harlem,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
199.0,2,East Harlem,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
45.0,1,Crown Heights,1.0,1.0,1.0,73.0,Apartment,Private room,2018-03-05
80.0,2,Alphabet City,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-05
125.0,3,Clinton Hill,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
90.0,3,Harlem,1.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-05
149.0,2,East Village,0.0,1.0,1.0,91.0,Apartment,Entire home/apt,2018-03-05
1100.0,1,Jamaica,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
73.0,2,Williamsburg,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-05
65.0,2,Bedford-Stuyvesant,1.0,1.0,2.0,94.0,Townhouse,Private room,2018-03-05
89.0,2,East Harlem,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-05
179.0,2,Chelsea,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
500.0,4,Astoria,1.0,3.0,1.0,98.0,Apartment,Shared room,2018-03-05
130.0,2,Bedford-Stuyvesant,2.0,1.0,1.0,98.0,Condominium,Entire home/apt,2018-03-05
128.0,5,Ridgewood,2.0,2.0,1.0,91.0,Apartment,Entire home/apt,2018-03-05
79.0,4,East New York,2.0,2.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
70.0,2,Williamsburg,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-05
117.0,5,Clinton Hill,3.0,4.0,2.0,,Apartment,Entire home/apt,2018-03-05
110.0,4,Bedford-Stuyvesant,1.0,2.0,2.0,93.0,Apartment,Entire home/apt,2018-03-05
225.0,2,Williamsburg,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
79.0,1,Kips Bay,1.0,1.0,1.0,80.0,Apartment,Shared room,2018-03-04
66.0,2,Upper West Side,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-05
500.0,5,Midtown,1.0,3.0,2.0,,Other,Entire home/apt,2018-03-05
82.0,1,Chelsea,1.0,1.0,1.0,90.0,Hostel,Private room,2018-03-04
71.0,1,Upper East Side,1.0,1.0,1.0,,House,Entire home/apt,2018-03-04
97.0,2,Jamaica,1.0,1.0,1.0,90.0,House,Private room,2018-03-05
80.0,2,Ridgewood,1.0,1.0,2.0,98.0,Loft,Private room,2018-03-05
200.0,4,Upper West Side,3.0,3.0,1.5,,Apartment,Entire home/apt,2018-03-05
325.0,12,Bedford-Stuyvesant,3.0,4.0,2.0,89.0,House,Entire home/apt,2018-03-05
95.0,2,Upper East Side,1.0,2.0,1.0,100.0,Apartment,Private room,2018-03-05
100.0,2,East Village,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
150.0,2,Upper West Side,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
100.0,2,Forest Hills,1.0,2.0,1.0,,Apartment,Private room,2018-03-04
100.0,2,Astoria,0.0,1.0,1.0,84.0,Apartment,Entire home/apt,2018-03-04
