price,accommodates,neighbourhood,bedrooms,beds,bathrooms,review_scores_rating,property_type,room_type,last_scraped
150.0,5,Clinton Hill,2.0,3.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
529.0,12,East Harlem,3.0,6.0,2.0,86.0,Apartment,Entire home/apt,2018-03-04
95.0,2,Flatbush,1.0,1.0,1.0,,House,Private room,2018-03-04
230.0,2,Upper West Side,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
90.0,1,Astoria,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-04
179.0,2,Williamsburg,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
70.0,1,Bushwick,1.0,1.0,1.5,,Apartment,Private room,2018-03-04
160.0,4,Upper West Side,2.0,3.0,2.0,88.0,Apartment,Entire home/apt,2018-03-05
103.0,2,Upper East Side,1.0,1.0,1.0,86.0,Apartment,Entire home/apt,2018-03-04
200.0,2,Williamsburg,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
60.0,2,Upper West Side,1.0,1.0,2.0,80.0,Apartment,Shared room,2018-03-04
145.0,5,Soundview,2.0,3.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
78.0,2,Soundview,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
39.0,2,Hamilton Heights,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-04
157.0,2,Upper East Side,0.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
100.0,4,Crown Heights,1.0,2.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
100.0,2,Crown Heights,0.0,1.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
110.0,2,Alphabet City,1.0,1.0,1.0,87.0,Apartment,Private room,2018-03-04
100.0,3,Upper West Side,1.0,2.0,1.0,97.0,Apartment,Private room,2018-03-04
117.0,2,Sunnyside,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
135.0,2,Times Square/Theatre District,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
60.0,1,Williamsburg,1.0,1.0,1.5,,Apartment,Private room,2018-03-04
450.0,4,Midtown East,1.0,2.0,2.0,100.0,Apartment,Entire home/apt,2018-03-04
225.0,4,Battery Park City,1.0,2.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
125.0,5,Flatlands,2.0,4.0,1.0,89.0,Apartment,Entire home/apt,2018-03-04
150.0,2,Gramercy Park,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
199.0,7,Bedford-Stuyvesant,3.0,3.0,2.5,100.0,House,Entire home/apt,2018-03-04
250.0,2,East Village,1.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
210.0,6,Bedford-Stuyvesant,2.0,3.0,2.5,90.0,House,Entire home/apt,2018-03-05
140.0,2,Chelsea,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
180.0,11,Tompkinsville,2.0,5.0,1.0,98.0,Loft,Entire home/apt,2018-03-04
129.0,3,East Village,0.0,1.0,1.0,87.0,Apartment,Entire home/apt,2018-03-05
90.0,2,East Harlem,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-04
50.0,2,Hamilton Heights,1.0,1.0,1.0,85.0,Apartment,Private room,2018-03-04
140.0,2,Greenwich Village,1.0,1.0,1.0,82.0,Apartment,Entire home/apt,2018-03-05
200.0,4,Alphabet City,2.0,2.0,1.0,80.0,Apartment,Entire home/apt,2018-03-04
150.0,2,Upper East Side,1.0,1.0,1.0,,Apartment,Shared room,2018-03-04
200.0,4,Bedford-Stuyvesant,2.0,2.0,1.5,100.0,Apartment,Entire home/apt,2018-03-06
65.0,2,Bushwick,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-04
60.0,1,East Flatbush,1.0,1.0,1.0,100.0,House,Private room,2018-03-04
200.0,5,Crown Heights,2.0,2.0,1.0,87.0,Apartment,Entire home/apt,2018-03-04
160.0,2,Cobble Hill,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
140.0,5,Williamsburg,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
65.0,2,Flatbush,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
60.0,2,Carroll Gardens,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
169.0,3,Financial District,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
103.0,3,Clinton Hill,2.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-05
850.0,8,Flatiron District,3.0,5.0,2.0,98.0,Apartment,Entire home/apt,2018-03-04
30.0,2,East Flatbush,1.0,1.0,1.5,85.0,House,Private room,2018-03-04
63.0,2,Williamsburg,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-04
50.0,2,Upper West Side,1.0,1.0,0.0,,Loft,Private room,2018-03-04
150.0,5,Sunnyside,1.0,2.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
55.0,2,Boerum Hill,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-04
245.0,4,Harlem,1.0,3.0,1.5,97.0,House,Entire home/apt,2018-03-04
49.0,1,Hamilton Heights,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
119.0,2,Nolita,0.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-04
240.0,4,Midtown,0.0,2.0,1.0,84.0,Apartment,Entire home/apt,2018-03-04
1400.0,4,Roosevelt Island,1.0,1.0,1.0,86.0,Apartment,Entire home/apt,2018-03-05
210.0,4,Jackson Heights,2.0,3.0,1.0,,Apartment,Entire home/apt,2018-03-04
88.0,2,Harlem,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-04
75.0,2,Harlem,1.0,2.0,1.0,90.0,Apartment,Private room,2018-03-04
138.0,2,East Village,1.0,1.0,2.0,96.0,Apartment,Private room,2018-03-04
275.0,1,Chelsea,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
87.0,2,Upper West Side,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-04
85.0,2,Forest Hills,0.0,2.0,1.0,86.0,Apartment,Entire home/apt,2018-03-04
250.0,5,East Village,2.0,3.0,1.0,91.0,Apartment,Entire home/apt,2018-03-04
128.0,5,East Harlem,1.0,3.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
114.0,4,Bushwick,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
250.0,2,Chelsea,1.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
115.0,4,Bedford-Stuyvesant,0.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
93.0,5,Bushwick,3.0,3.0,1.0,95.0,House,Entire home/apt,2018-03-04
90.0,4,Upper East Side,1.0,2.0,1.0,87.0,Apartment,Entire home/apt,2018-03-05
65.0,1,Hamilton Heights,0.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
119.0,4,Bedford-Stuyvesant,1.0,2.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
166.0,4,Lower East Side,1.0,2.0,1.0,94.0,Apartment,Entire home/apt,2018-03-06
150.0,5,Hell's Kitchen,1.0,2.0,1.0,92.0,Apartment,Private room,2018-03-05
286.0,5,Harlem,2.0,2.0,2.0,95.0,Apartment,Entire home/apt,2018-03-04
155.0,2,Park Slope,0.0,1.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
60.0,2,Harlem,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-05
125.0,5,Kensington,2.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-04
99.0,2,Columbia Street Waterfront,1.0,1.0,1.0,89.0,Apartment,Entire home/apt,2018-03-05
115.0,2,West Village,0.0,1.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
50.0,2,Flatbush,1.0,1.0,1.5,75.0,Apartment,Private room,2018-03-04
600.0,6,Morningside Heights,2.0,3.0,2.0,,Apartment,Entire home/apt,2018-03-04
200.0,2,Morningside Heights,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-04
175.0,2,Clinton Hill,1.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-04
140.0,4,Bedford-Stuyvesant,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
50.0,2,Crown Heights,1.0,1.0,1.0,90.0,House,Private room,2018-03-05
80.0,2,Harlem,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
95.0,2,Ridgewood,1.0,1.0,1.0,99.0,House,Private room,2018-03-05
40.0,1,Crown Heights,1.0,1.0,1.0,84.0,House,Private room,2018-03-05
115.0,2,Harlem,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
275.0,4,Harlem,1.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-05
299.0,1,Kips Bay,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
1538.0,4,Hell's Kitchen,1.0,2.0,1.5,,Apartment,Entire home/apt,2018-03-05
400.0,7,Upper West Side,5.0,7.0,2.0,100.0,Townhouse,Entire home/apt,2018-03-05
40.0,2,Elmhurst,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-05
95.0,1,Little Italy,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
185.0,6,Park Slope,1.0,4.0,1.5,97.0,House,Entire home/apt,2018-03-05
175.0,4,Hamilton Heights,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
85.0,2,Bayside,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-06
85.0,2,Borough Park,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
300.0,3,Alphabet City,1.0,1.0,1.0,91.0,Apartment,Entire home/apt,2018-03-05
45.0,2,East Harlem,1.0,1.0,3.0,76.0,Bed and breakfast,Private room,2018-03-05
350.0,2,Nolita,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
185.0,2,Lower East Side,1.0,3.0,1.0,97.0,Apartment,Private room,2018-03-05
36.0,1,Washington Heights,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-05
60.0,1,Boerum Hill,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
70.0,3,Williamsburg,1.0,2.0,1.0,92.0,Loft,Private room,2018-03-05
160.0,4,Hell's Kitchen,0.0,2.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
120.0,4,Williamsburg,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
90.0,2,Financial District,1.0,2.0,1.0,88.0,Apartment,Shared room,2018-03-05
129.0,4,Harlem,0.0,2.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
78.0,2,Washington Heights,1.0,1.0,1.0,89.0,Apartment,Private room,2018-03-04
73.0,2,Elmhurst,1.0,1.0,1.0,92.0,Loft,Entire home/apt,2018-03-05
120.0,1,Lower East Side,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
50.0,3,Norwood,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
250.0,4,West Village,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
16.0,4,Washington Heights,2.0,2.0,1.0,,Apartment,Private room,2018-03-05
45.0,1,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
50.0,1,University Heights,1.0,1.0,1.0,97.0,House,Private room,2018-03-05
69.0,2,Williamsburg,1.0,1.0,1.0,91.0,House,Private room,2018-03-05
190.0,4,Bedford-Stuyvesant,2.0,4.0,1.0,,Apartment,Entire home/apt,2018-03-04
200.0,4,Lighthouse HIll,1.0,3.0,2.0,92.0,Apartment,Entire home/apt,2018-03-05
125.0,4,Crown Heights,1.0,4.0,1.0,94.0,Townhouse,Entire home/apt,2018-03-04
60.0,4,Crown Heights,1.0,1.0,1.0,93.0,House,Entire home/apt,2018-03-05
200.0,3,Jackson Heights,1.0,2.0,1.0,,Apartment,Private room,2018-03-05
100.0,2,Flatbush,0.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
65.0,2,Washington Heights,1.0,1.0,2.0,91.0,Apartment,Private room,2018-03-05
85.0,2,Astoria,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-05
70.0,1,Washington Heights,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
55.0,2,Washington Heights,1.0,1.0,1.0,74.0,Apartment,Private room,2018-03-05
795.0,6,West Village,2.0,3.0,1.0,92.0,Apartment,Entire home/apt,2018-03-05
90.0,2,Concourse,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
149.0,2,Upper East Side,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
58.0,1,Times Square/Theatre District,1.0,1.0,1.0,89.0,Apartment,Shared room,2018-03-05
111.0,2,East Village,1.0,1.0,1.0,88.0,Apartment,Entire home/apt,2018-03-05
80.0,3,Washington Heights,1.0,2.0,1.0,90.0,Apartment,Entire home/apt,2018-03-05
80.0,2,Crown Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
50.0,2,Harlem,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
48.0,2,Williamsburg,1.0,2.0,1.0,100.0,Apartment,Private room,2018-03-05
49.0,1,Astoria,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-04
300.0,2,Chinatown,0.0,1.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
90.0,5,Fort Greene,2.0,2.0,1.0,80.0,Apartment,Entire home/apt,2018-03-05
40.0,2,Hamilton Heights,1.0,1.0,1.0,71.0,Apartment,Private room,2018-03-05
155.0,2,Upper West Side,1.0,1.0,1.0,99.0,Loft,Entire home/apt,2018-03-04
99.0,2,Alphabet City,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-04
85.0,1,Astoria,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-05
260.0,2,Upper West Side,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
165.0,4,Greenpoint,2.0,3.0,1.0,99.0,Apartment,Entire home/apt,2018-03-05
121.0,3,Crown Heights,2.0,2.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
125.0,2,Jackson Heights,1.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-04
85.0,2,Upper West Side,1.0,2.0,1.0,78.0,Apartment,Shared room,2018-03-06
135.0,2,Soho,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-04
169.0,2,Park Slope,1.0,2.0,1.0,99.0,House,Private room,2018-03-06
37.0,2,Bedford-Stuyvesant,1.0,1.0,2.0,98.0,Townhouse,Private room,2018-03-05
90.0,2,Bushwick,1.0,1.0,1.0,99.0,Apartment,Private room,2018-03-05
45.0,2,Harlem,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-05
149.0,4,Windsor Terrace,2.0,2.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
135.0,1,Upper West Side,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-05
200.0,4,Clinton Hill,2.0,2.0,1.0,95.0,Apartment,Entire home/apt,2018-03-05
65.0,1,Greenpoint,1.0,1.0,1.0,89.0,Apartment,Private room,2018-03-05
174.0,4,Greenpoint,2.0,2.0,1.0,89.0,Apartment,Entire home/apt,2018-03-05
150.0,2,Park Slope,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
99.0,3,Williamsburg,2.0,2.0,1.0,92.0,Apartment,Private room,2018-03-05
75.0,2,Lefferts Garden,1.0,2.0,1.0,,Apartment,Private room,2018-03-05
103.0,2,Park Slope,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
75.0,2,Hell's Kitchen,1.0,1.0,1.0,82.0,Apartment,Entire home/apt,2018-03-05
149.0,3,Alphabet City,0.0,1.0,1.0,79.0,Apartment,Entire home/apt,2018-03-05
76.0,2,Astoria,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-05
77.0,3,Sunnyside,1.0,2.0,1.0,91.0,Apartment,Private room,2018-03-05
170.0,1,Upper West Side,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
45.0,4,East Harlem,1.0,2.0,3.0,74.0,Bed and breakfast,Private room,2018-03-05
100.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
215.0,3,Lower East Side,1.0,2.0,1.0,90.0,Apartment,Entire home/apt,2018-03-05
199.0,2,Soho,1.0,1.0,1.0,88.0,Apartment,Entire home/apt,2018-03-05
99.0,2,Inwood,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
29.0,1,Sunset Park,1.0,1.0,1.0,83.0,House,Private room,2018-03-05
60.0,4,Ridgewood,2.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
130.0,4,Bedford-Stuyvesant,2.0,2.0,1.0,95.0,House,Entire home/apt,2018-03-04
200.0,6,Williamsburg,2.0,3.0,1.0,96.0,Apartment,Entire home/apt,2018-03-06
180.0,2,Williamsburg,1.0,1.0,1.0,60.0,Apartment,Private room,2018-03-05
60.0,8,Castle Hill ,5.0,8.0,2.0,98.0,Bed and breakfast,Private room,2018-03-04
65.0,1,Flatbush,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
105.0,2,Upper East Side,1.0,1.0,1.0,87.0,Apartment,Private room,2018-03-05
65.0,1,Flatbush,1.0,1.0,1.0,40.0,Dorm,Private room,2018-03-04
199.0,4,Midtown,0.0,2.0,1.0,84.0,Apartment,Entire home/apt,2018-03-04
115.0,2,Flatbush,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
145.0,5,Harlem,1.0,3.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
75.0,2,Greenpoint,1.0,1.0,1.0,99.0,Apartment,Private room,2018-03-04
250.0,3,DUMBO,1.0,2.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
80.0,2,East Harlem,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-04
345.0,2,East Village,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
52.0,2,Crown Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
120.0,2,Soho,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-05
120.0,1,Upper East Side,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
50.0,1,Parkchester,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
100.0,1,Williamsburg,1.0,1.0,2.0,96.0,Apartment,Private room,2018-03-04
79.0,2,Williamsburg,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-04
125.0,1,Hell's Kitchen,1.0,1.0,2.0,100.0,Apartment,Private room,2018-03-04
125.0,4,Crown Heights,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
132.0,2,Williamsburg,0.0,1.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
325.0,4,Midtown,1.0,1.0,1.0,80.0,Apartment,Entire home/apt,2018-03-04
175.0,2,Williamsburg,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
225.0,3,Lower East Side,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
215.0,6,Bedford-Stuyvesant,2.0,3.0,1.0,94.0,House,Entire home/apt,2018-03-04
95.0,3,Bedford-Stuyvesant,2.0,2.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
220.0,2,Williamsburg,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
80.0,1,Flatbush,1.0,1.0,1.0,100.0,Dorm,Entire home/apt,2018-03-04
100.0,2,Flatbush,1.0,2.0,1.0,,Dorm,Private room,2018-03-04
300.0,6,Red Hook,3.0,3.0,2.0,100.0,House,Entire home/apt,2018-03-04
130.0,2,Harlem,0.0,1.0,1.0,93.0,Townhouse,Entire home/apt,2018-03-04
100.0,3,Jamaica,1.0,2.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
68.0,3,Eastchester,1.0,2.0,1.0,95.0,House,Private room,2018-03-04
60.0,2,Greenpoint,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-04
199.0,4,Chelsea,1.0,1.0,1.0,88.0,Apartment,Entire home/apt,2018-03-04
300.0,5,Bedford-Stuyvesant,3.0,3.0,2.0,90.0,House,Entire home/apt,2018-03-04
150.0,2,Chelsea,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
200.0,4,East Village,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
125.0,4,Bedford-Stuyvesant,1.0,2.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
150.0,2,Co-op City,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
185.0,2,Williamsburg,2.0,2.0,1.0,99.0,Apartment,Entire home/apt,2018-03-04
152.0,6,Bedford-Stuyvesant,2.0,3.0,1.0,91.0,Apartment,Entire home/apt,2018-03-04
145.0,4,Clinton Hill,1.0,2.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
55.0,1,Rosebank,1.0,1.0,1.0,,Bed and breakfast,Private room,2018-03-04
94.0,2,Bushwick,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-04
100.0,3,Bushwick,1.0,1.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
160.0,2,Upper East Side,0.0,1.0,1.0,91.0,Apartment,Entire home/apt,2018-03-04
150.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
108.0,2,Greenwich Village,1.0,1.0,1.0,99.0,Apartment,Private room,2018-03-04
180.0,8,Forest Hills,3.0,6.0,1.0,84.0,Villa,Entire home/apt,2018-03-04
65.0,2,Eastchester,1.0,1.0,1.0,99.0,Apartment,Private room,2018-03-04
25.0,1,Bushwick,1.0,1.0,1.0,87.0,Apartment,Private room,2018-03-04
55.0,3,East New York,1.0,1.0,1.0,75.0,House,Private room,2018-03-04
200.0,4,Hell's Kitchen,2.0,2.0,1.0,99.0,Apartment,Entire home/apt,2018-03-05
120.0,2,Harlem,1.0,1.0,1.0,73.0,Apartment,Private room,2018-03-04
97.0,4,Williamsburg,2.0,2.0,1.0,91.0,Apartment,Entire home/apt,2018-03-04
450.0,2,Midtown,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
150.0,3,Bedford-Stuyvesant,2.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
105.0,2,East Village,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
75.0,10,Canarsie,3.0,6.0,1.5,93.0,House,Entire home/apt,2018-03-05
80.0,2,Hamilton Heights,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
199.0,6,Williamsburg,2.0,2.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
79.0,2,Lower East Side,1.0,1.0,1.0,89.0,Apartment,Private room,2018-03-05
68.0,1,Upper West Side,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
46.0,1,Upper West Side,1.0,1.0,1.0,,Apartment,Shared room,2018-03-04
75.0,2,Jamaica,1.0,1.0,1.0,91.0,House,Private room,2018-03-05
52.0,1,Bedford-Stuyvesant,1.0,1.0,1.0,85.0,Apartment,Private room,2018-03-04
100.0,2,Washington Heights,1.0,1.0,1.0,92.0,House,Private room,2018-03-04
125.0,2,Carroll Gardens,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
85.0,1,Upper West Side,1.0,1.0,1.0,100.0,Bed and breakfast,Private room,2018-03-04
270.0,2,Battery Park City,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
125.0,2,Windsor Terrace,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
90.0,3,East Village,1.0,2.0,1.0,93.0,Apartment,Private room,2018-03-04
300.0,3,Greenpoint,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
45.0,3,Bushwick,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-04
110.0,3,Astoria,2.0,2.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
120.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
83.0,3,East Harlem,1.0,1.0,1.0,86.0,Apartment,Entire home/apt,2018-03-04
158.0,4,Park Slope,1.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
65.0,2,Crown Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
64.0,2,Williamsburg,1.0,1.0,2.0,85.0,Apartment,Private room,2018-03-04
395.0,10,Carroll Gardens,3.0,8.0,2.0,88.0,Condominium,Entire home/apt,2018-03-05
120.0,5,Sunnyside,2.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
100.0,1,East Village,1.0,1.0,1.0,97.0,Apartment,Shared room,2018-03-05
51.0,2,Bedford Park,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-04
149.0,2,South Street Seaport,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
60.0,2,Williamsburg,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
70.0,2,Forest Hills,1.0,1.0,1.0,85.0,Villa,Private room,2018-03-05
170.0,2,Upper West Side,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
150.0,3,Financial District,1.0,2.0,1.0,90.0,Apartment,Entire home/apt,2018-03-05
43.0,1,Woodside,1.0,1.0,1.0,87.0,Apartment,Private room,2018-03-04
150.0,2,Hell's Kitchen,1.0,1.0,2.0,90.0,Apartment,Private room,2018-03-05
39.0,2,Woodside,1.0,1.0,1.0,,Apartment,Shared room,2018-03-04
49.0,2,Woodside,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
140.0,2,Hell's Kitchen,1.0,1.0,1.0,89.0,Apartment,Private room,2018-03-05
140.0,2,Hell's Kitchen,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-05
150.0,2,Alphabet City,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
100.0,4,Upper East Side,1.0,3.0,1.0,89.0,Apartment,Entire home/apt,2018-03-04
100.0,2,Upper West Side,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-04
38.0,1,Crown Heights,1.0,1.0,2.0,97.0,Apartment,Private room,2018-03-04
200.0,3,Gramercy Park,2.0,2.0,1.0,80.0,Apartment,Entire home/apt,2018-03-04
145.0,2,Hell's Kitchen,1.0,1.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
150.0,5,Crown Heights,2.0,2.0,1.0,85.0,Apartment,Entire home/apt,2018-03-04
200.0,3,Long Island City,1.0,1.0,0.0,70.0,Apartment,Entire home/apt,2018-03-05
125.0,6,Bedford-Stuyvesant,1.0,1.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
150.0,2,Murray Hill,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
180.0,2,Boerum Hill,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
175.0,2,East Village,1.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
300.0,8,Chelsea,2.0,6.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
50.0,2,Kensington,1.0,1.0,2.0,93.0,Apartment,Private room,2018-03-04
129.0,3,Flatbush,0.0,1.0,1.0,88.0,Apartment,Entire home/apt,2018-03-04
67.0,2,Bedford-Stuyvesant,1.0,1.0,2.0,89.0,Apartment,Private room,2018-03-05
57.0,2,Bedford-Stuyvesant,1.0,1.0,2.0,79.0,Apartment,Private room,2018-03-05
77.0,2,Bedford-Stuyvesant,1.0,1.0,2.0,88.0,Apartment,Private room,2018-03-04
80.0,3,Bedford-Stuyvesant,1.0,2.0,1.0,90.0,Apartment,Private room,2018-03-04
85.0,3,Flatbush,1.0,2.0,1.0,96.0,House,Entire home/apt,2018-03-04
120.0,4,Flatbush,2.0,2.0,1.0,95.0,House,Private room,2018-03-05
55.0,1,Upper East Side,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-05
